episode,global_step,episode_reward,episode_length,epsilon,avg_loss,crashed,train_density
385,7160,7.365163626097704,9,0.3198000000000001,0.10152019270592266,1,0.8
386,7167,5.95716303443921,7,0.31913500000000006,0.09183703948344503,1,0.8
387,7183,12.575768842513252,16,0.317615,0.09620581567287445,1,0.8
388,7196,11.362421474231986,13,0.31638,0.10920845717191696,1,0.8
389,7201,3.9571975996624404,5,0.3159050000000001,0.08365700654685497,1,0.8
390,7204,1.9602091714909529,3,0.31562,0.16485393544038138,1,0.8
391,7230,23.76001539512466,26,0.31315000000000004,0.1044026196289521,1,0.8
392,7253,18.652047317002665,23,0.31096500000000005,0.10638895760411801,1,0.8
393,7258,3.7923212284615007,5,0.31049000000000004,0.07036117985844612,1,0.8
394,7268,8.957162018745377,10,0.30954000000000004,0.09540112726390362,1,0.8
395,7273,3.756289207298002,5,0.30906500000000003,0.10453485697507858,1,0.8
396,7281,7.115995587645891,8,0.30830500000000005,0.12058664578944445,1,0.8
397,7285,2.9592167598122607,4,0.307925,0.09253185614943504,1,0.8
398,7312,23.57690573933763,27,0.3053600000000001,0.10635122353280033,1,0.8
399,7323,9.56726190621336,11,0.3043150000000001,0.10548841072754427,1,0.8
400,7334,9.24990293294568,11,0.30326999999999993,0.11996397545391863,1,0.8
401,7344,8.952126437831437,10,0.30232000000000003,0.10596893355250359,1,0.8
402,7349,3.9590471683324666,5,0.30184500000000003,0.120311638712883,1,0.8
403,7357,6.760153704448714,8,0.30108500000000005,0.12608985090628266,1,0.8
404,7366,7.792277712186989,9,0.30023,0.09706138591799471,1,0.8
405,7373,5.955584371225402,7,0.2995650000000001,0.10459639132022858,1,0.8
406,7382,7.953463614364319,9,0.29871000000000003,0.09530709849463569,1,0.8
407,7388,4.957168006567855,6,0.29814000000000007,0.0910953301936388,1,0.8
408,7395,6.045387101594307,7,0.29747499999999993,0.11016462530408587,1,0.8
409,7418,21.745870520789175,23,0.29529000000000005,0.09473559640995834,1,0.8
410,7423,3.953524034131285,5,0.29481500000000005,0.11491983681917191,1,0.8
411,7434,10.190059949575176,11,0.2937700000000001,0.10029358179731802,1,0.8
412,7458,20.25874934045959,24,0.29149,0.1047125196394821,1,0.8
413,7481,21.349462547279952,23,0.28930500000000003,0.11696779889904935,1,0.8
414,7484,1.6000542239715385,3,0.28902000000000005,0.10877645388245583,1,0.8
415,7492,6.555380654463331,8,0.28826000000000007,0.12111189495772123,1,0.8
416,7496,2.9592167598122607,4,0.28788,0.08945575170218945,1,0.8
417,7506,8.95162649072097,10,0.28693,0.12470622006803751,1,0.8
418,7523,15.550462889247935,17,0.2853150000000001,0.08609522506594658,1,0.8
419,7539,13.557164518938702,16,0.283795,0.10235348995774984,1,0.8
420,7559,17.84356583976803,20,0.281895,0.103738559409976,1,0.8
421,7589,27.800457112557616,30,0.279045,0.10699256670971712,0,0.8
422,7594,4.277200005325695,5,0.2785700000000001,0.09207571297883987,1,0.8
423,7609,14.271388158352837,15,0.277145,0.09702083244919776,1,0.8
424,7625,14.552052123489721,16,0.2756250000000001,0.09635704709216952,1,0.8
425,7651,22.761876699053126,26,0.27315500000000004,0.10672808194962832,1,0.8
426,7656,4.121563407283063,5,0.27268000000000003,0.08673719912767411,1,0.8
427,7666,9.277194032883125,10,0.27173000000000014,0.1037556990981102,1,0.8
428,7670,2.9557893636642034,4,0.27135,0.10375268012285233,1,0.8
429,7689,17.949509386874134,19,0.26954500000000003,0.11373832821846008,1,0.8
430,7696,5.95716295071267,7,0.2688800000000001,0.08530419692397118,1,0.8
431,7710,12.553514817689319,14,0.26755000000000007,0.11342461673276764,1,0.8
432,7723,11.959012213856212,13,0.2663150000000001,0.11124378843949391,1,0.8
433,7729,4.9555893528467045,6,0.265745,0.09499578798810641,1,0.8
434,7739,8.158277640890118,10,0.264795,0.10261701717972756,1,0.8
435,7742,2.0843423143899735,3,0.26451,0.08905471737186114,1,0.8
436,7755,11.957166465196789,13,0.26327500000000004,0.10520776046010163,1,0.8
437,7766,10.044702262742161,11,0.2622300000000001,0.10553403740579431,1,0.8
438,7796,26.885213086300702,30,0.25938000000000005,0.09925111923366785,0,0.8
439,7826,25.69133896622014,30,0.25653000000000004,0.09869658735891183,0,0.8
440,7836,8.557507743687067,10,0.25558000000000003,0.09955491945147514,1,0.8
441,7850,12.942135807037982,14,0.25425,0.09155213766332183,1,0.8
442,7880,27.839592224905292,30,0.25139999999999996,0.10537088550627231,0,0.8
443,7892,11.072515543304652,12,0.25026000000000004,0.09331186798711617,1,0.8
444,7904,10.90736849629628,12,0.24912,0.1080014028896888,1,0.8
445,7914,9.119709402276523,10,0.24817,0.1033890888094902,1,0.8
446,7933,17.975683046535316,19,0.24636500000000006,0.09506746146239732,1,0.8
447,7941,6.957162800132125,8,0.24560499999999996,0.07839896157383919,1,0.8
448,7947,4.951895826883031,6,0.2450350000000001,0.11390316858887672,1,0.8
449,7958,10.048022279662439,11,0.24399000000000004,0.11103461479598825,1,0.8
450,7983,21.485481085520618,25,0.24161500000000002,0.09804800763726235,1,0.8
451,7986,1.9602091714909529,3,0.24133000000000004,0.08228273193041484,1,0.8
452,7990,3.07447102547982,4,0.24095,0.10223523713648319,1,0.8
453,8004,12.390581575117755,14,0.23962000000000006,0.16408284993043967,1,0.8
454,8009,3.9851801756536984,5,0.23914500000000005,0.3082467332482338,1,0.8
455,8015,4.406371801981637,6,0.2385750000000001,0.2111999560147524,1,0.8
456,8023,7.273229417335901,8,0.237815,0.20189266093075275,1,0.8
457,8029,4.9555822299708,6,0.23724500000000004,0.1750104675690333,1,0.8
458,8055,24.039461588249075,26,0.23477500000000007,0.14990166775309122,1,0.8
459,8075,18.555115608493814,20,0.23287500000000005,0.14712192192673684,1,0.8
460,8087,10.595297378190386,12,0.23173500000000002,0.16816529569526514,1,0.8
461,8093,5.115918537800923,6,0.23116500000000006,0.14261270686984062,1,0.8
462,8112,15.956092547804634,19,0.22936,0.1509545661116901,1,0.8
463,8133,18.828685462462527,21,0.22736500000000004,0.12142709571690787,1,0.8
464,8145,10.955047548673368,12,0.226225,0.1258886062229673,1,0.8
465,8175,26.602279525323112,30,0.223375,0.13799715613325436,0,0.8
466,8181,5.193933958531217,6,0.22280500000000003,0.10055730243523915,1,0.8
467,8211,26.44168446927864,30,0.219955,0.163775984197855,0,0.8
468,8241,25.258077992253728,30,0.217105,0.1294152225057284,0,0.8
469,8262,18.958603561605585,21,0.21511000000000002,0.14990857349974768,1,0.8
470,8285,20.990297405027693,23,0.21292500000000003,0.13486968920282696,1,0.8
471,8304,16.16104380597128,19,0.21111999999999997,0.15715034423690094,1,0.8
472,8315,9.98362632799883,11,0.210075,0.12667743793942712,1,0.8
473,8324,7.786512250715532,9,0.20921999999999996,0.1121094533138805,1,0.8
474,8329,3.9590471683324666,5,0.20874500000000007,0.1489031657576561,1,0.8
475,8344,13.4006036516873,15,0.20732000000000006,0.15297896812359493,1,0.8
476,8362,16.392708665307687,18,0.20560999999999996,0.124683927744627,1,0.8
477,8381,16.35094040337597,19,0.20380500000000012,0.14407157035250412,1,0.8
478,8394,11.402155927641656,13,0.20257000000000003,0.15341615504943407,1,0.8
479,8410,13.44884468442361,16,0.20105000000000006,0.1548839018214494,1,0.8
480,8422,10.786864040700864,12,0.19991000000000003,0.14699616159001985,1,0.8
481,8430,7.27323966184352,8,0.19915000000000005,0.12699732091277838,1,0.8
482,8439,7.760177588465046,9,0.198295,0.13444703982936013,1,0.8
483,8456,15.183581820132476,17,0.19667999999999997,0.1325612997307497,1,0.8
484,8463,5.759296250576508,7,0.19601499999999994,0.16008486492293222,1,0.8
485,8471,6.953186501941402,8,0.19525500000000007,0.14652932435274124,1,0.8
486,8495,21.383238340286415,24,0.192975,0.15332293634613356,1,0.8
487,8499,2.9552714163121765,4,0.19259500000000007,0.16432888805866241,1,0.8
488,8513,12.197534621863486,14,0.19126500000000013,0.1386262300823416,1,0.8
489,8526,11.959012213856212,13,0.19003000000000003,0.14584226791675275,1,0.8
490,8534,6.955057994429708,8,0.18926999999999994,0.13674593344330788,1,0.8
491,8564,26.427217606160532,30,0.18642000000000003,0.13477754878501097,0,0.8
492,8594,26.7227452202618,30,0.18357,0.13655968656142553,0,0.8
493,8606,10.955574760509863,12,0.18242999999999998,0.14573498256504536,1,0.8
494,8623,14.9834238152685,17,0.18081500000000006,0.12539375463829322,1,0.8
495,8628,4.275359108414245,5,0.18034000000000006,0.12366097420454025,1,0.8
496,8641,11.756460477389979,13,0.17910500000000007,0.13830284143869692,1,0.8
497,8670,24.960662213996667,29,0.17635,0.14472694926220794,1,0.8
498,8677,5.955329049678141,7,0.17568499999999998,0.1389070185167449,1,0.8
499,8689,10.951895435352336,12,0.17454500000000006,0.1306875366717577,1,0.8
500,8708,17.35291504853691,19,0.17274,0.12087957561016083,1,0.8
501,8722,12.749204146587921,14,0.17141000000000006,0.13004773695554053,1,0.8
502,8735,12.114522800179394,13,0.17017499999999997,0.12545886134298948,1,0.8
503,8740,3.9590471683324666,5,0.16970000000000007,0.1353498086333275,1,0.8
504,8749,7.9590122436400925,9,0.16884500000000002,0.13404310908582476,1,0.8
505,8761,10.559444991455177,12,0.1677050000000001,0.13935148467620215,1,0.8
506,8774,11.953197472658564,13,0.16647000000000012,0.14372273104695174,1,0.8
507,8788,12.957161889174273,14,0.16514000000000006,0.14599850081971713,1,0.8
508,8801,11.560592517005452,13,0.16390500000000008,0.1442012073328862,1,0.8
509,8808,5.959013234599721,7,0.16324000000000005,0.11161152645945549,1,0.8
510,8822,12.644259342280655,14,0.1619100000000001,0.1584447997489146,1,0.8
511,8833,10.054113223966796,11,0.16086500000000004,0.14191801371899518,1,0.8
512,8839,4.9555809677240585,6,0.16029500000000008,0.14206822092334428,1,0.8
513,8845,4.953234077885764,6,0.15972500000000012,0.1347290389239788,1,0.8
514,8853,6.955321879314711,8,0.15896500000000002,0.11792283412069082,1,0.8
515,8856,1.9602091714909529,3,0.15868000000000004,0.14231992016235986,1,0.8
516,8862,5.275349304122115,6,0.15811000000000008,0.13569318875670433,1,0.8
517,8879,14.954412277433411,17,0.15649500000000005,0.13269946855657241,1,0.8
518,8909,27.59910021560899,30,0.15364500000000003,0.14511041020353635,1,0.8
519,8914,4.277200005325695,5,0.15317000000000003,0.1203245609998703,1,0.8
520,8935,19.95002067387402,21,0.15117500000000006,0.13611629747209095,1,0.8
521,8965,29.14483614407522,30,0.14832500000000004,0.13302631552020708,0,0.8
522,8976,9.754068250705393,11,0.14728000000000008,0.13925159519368951,1,0.8
523,8989,11.760148578214334,13,0.14604499999999998,0.12842712665979678,1,0.8
524,8997,6.006425782619336,8,0.145285,0.1620995020493865,1,0.8
525,9010,11.750803274153066,13,0.14405,0.31837473752406925,1,0.8
526,9024,12.955299496373021,14,0.14272000000000007,0.2198551595211029,1,0.8
527,9034,8.955574766461043,10,0.14177000000000006,0.2094414085149765,1,0.8
528,9047,12.044760987622189,13,0.14053500000000008,0.18181138313733614,1,0.8
529,9077,28.95348895416062,30,0.13768500000000006,0.19707035223642985,0,0.8
530,9102,22.997420324714795,25,0.13531000000000004,0.19700927823781966,1,0.8
531,9132,27.319624924132295,30,0.13246000000000002,0.18700047805905343,0,0.8
532,9140,7.195798296520983,8,0.13170000000000004,0.18818864785134792,1,0.8
533,9159,17.946832000952835,19,0.12989499999999998,0.16181406378746033,1,0.8
534,9189,28.75392621567472,30,0.12704499999999996,0.20469115128119786,0,0.8
535,9198,7.955056698263971,9,0.12619000000000014,0.1722036310368114,1,0.8
536,9217,17.7545983410417,19,0.12438500000000008,0.19818735514816485,1,0.8
537,9223,4.955315710453062,6,0.12381500000000001,0.1632764401535193,1,0.8
538,9234,10.189873781129213,11,0.12277000000000005,0.17505217546766455,1,0.8
539,9247,12.194211130020777,13,0.12153500000000006,0.17102030034248644,1,0.8
540,9272,22.57884040678792,25,0.11916000000000004,0.182198825776577,1,0.8
541,9294,20.945286894408078,22,0.11707000000000001,0.18283956294709985,1,0.8
542,9317,20.6535825395206,23,0.11488500000000001,0.17054833406987396,1,0.8
543,9347,26.9243101603471,30,0.1120350000000001,0.19381645371516545,0,0.8
544,9377,26.16375393210949,30,0.10918500000000009,0.18510770375529925,0,0.8
545,9381,2.9592167598122607,4,0.10880500000000004,0.19197867438197136,1,0.8
546,9401,18.391023904686087,20,0.10690500000000003,0.17088355533778668,1,0.8
547,9411,8.953219035199588,10,0.10595500000000002,0.19426458179950715,1,0.8
548,9416,4.115424171732741,5,0.10548000000000002,0.2255069524049759,1,0.8
549,9433,15.742616807379894,17,0.10386499999999999,0.1718485942658256,1,0.8
550,9459,22.278890962554126,26,0.10139500000000012,0.192903659091546,1,0.8
551,9476,15.752760957790533,17,0.09978000000000009,0.15550876978565664,1,0.8
552,9501,22.40229979771465,25,0.09740500000000007,0.18643963485956191,1,0.8
553,9531,25.203411531304265,30,0.09455500000000006,0.18179810618360837,0,0.8
554,9539,6.9794171722523775,8,0.09379500000000007,0.1671510525047779,1,0.8
555,9547,6.760318343384351,8,0.09303500000000009,0.1668327283114195,1,0.8
556,9558,9.781671036464632,11,0.09199000000000002,0.12368681823665445,1,0.8
557,9566,6.853399537526904,8,0.09123000000000003,0.18399847764521837,1,0.8
558,9575,7.788051306545646,9,0.09037499999999998,0.18093286371893352,1,0.8
559,9583,6.751850952836882,8,0.089615,0.18625760544091463,1,0.8
560,9602,15.968140237050871,19,0.08780999999999994,0.16946389133992948,1,0.8
561,9611,8.123406155785478,9,0.08695500000000012,0.15455498960283068,1,0.8
562,9622,9.757441443449837,11,0.08591000000000004,0.18960791623050516,1,0.8
563,9636,12.8448791125598,14,0.08457999999999999,0.16164367379886763,1,0.8
564,9647,9.957161890554847,11,0.08353500000000003,0.22377349639480765,1,0.8
565,9653,4.957168006567855,6,0.08296499999999996,0.16509511570135751,1,0.8
566,9667,13.190246657636456,14,0.08163500000000001,0.18585082622511045,1,0.8
567,9680,11.558017074900741,13,0.08040000000000003,0.1700968908575865,1,0.8
568,9693,11.945560501453238,13,0.07916500000000004,0.16496378011428392,1,0.8
569,9700,6.118686667923072,7,0.07850000000000001,0.16254896351269313,1,0.8
570,9704,2.9557893636642034,4,0.07811999999999997,0.15471459552645683,1,0.8
571,9714,8.953472142770183,10,0.07716999999999996,0.15839055553078651,1,0.8
572,9744,28.556965071438032,30,0.07432000000000005,0.1969638891518116,0,0.8
573,9753,7.779041651247865,9,0.07346500000000011,0.1643730824192365,1,0.8
574,9774,18.592115985498374,21,0.07147000000000003,0.17941772653943017,1,0.8
575,9791,15.849477912515047,17,0.06985500000000011,0.1658005482133697,1,0.8
576,9799,7.273498008272981,8,0.06909500000000002,0.12365780211985111,1,0.8
577,9805,4.959018187143877,6,0.06852500000000006,0.15559754644831023,1,0.8
578,9808,1.9583725634928275,3,0.06824000000000008,0.22276714444160461,1,0.8
579,9828,18.356672584430733,20,0.06634000000000007,0.18192002847790717,1,0.8
580,9854,22.794757680546937,26,0.06386999999999998,0.17019636327257523,1,0.8
581,9861,5.957167485940297,7,0.06320500000000007,0.17578632916722978,1,0.8
582,9891,26.079914045697176,30,0.06035500000000005,0.171014466881752,0,0.8
583,9921,26.833696097832537,30,0.05750500000000003,0.15569765046238898,0,0.8
584,9933,10.750648088046958,12,0.05636500000000011,0.17128986244400343,1,0.8
585,9940,6.273239812611527,7,0.05570000000000008,0.1892070174217224,1,0.8
586,9970,28.50606453811008,30,0.052850000000000064,0.1637697791059812,0,0.8
587,9978,7.054113230944099,8,0.05208999999999997,0.14914247579872608,1,0.8
588,9987,7.9590122436400925,9,0.05123500000000003,0.1665913330184089,1,0.8
589,9999,11.188925279382573,12,0.050095,0.19435077533125877,1,0.8
590,10010,10.045866689479901,11,0.050000000000000044,0.3701134147969159,1,0.8
591,10025,13.957161889067745,15,0.050000000000000044,0.25533090432484945,1,0.8
592,10040,14.072525262989224,15,0.050000000000000044,0.2715905398130417,1,0.8
593,10058,16.400582932449908,18,0.050000000000000044,0.21397522712747255,1,0.8
594,10076,16.397566763647887,18,0.050000000000000044,0.25093548827701145,1,0.8
595,10090,12.950288178281633,14,0.050000000000000044,0.23537018788712366,1,0.8
596,10100,8.792281717160405,10,0.050000000000000044,0.20075109004974365,1,0.8
597,10105,3.9556185106781476,5,0.050000000000000044,0.20753608644008636,1,0.8
598,10135,21.29554389755962,30,0.050000000000000044,0.25534715702136357,0,0.8
599,10146,9.955576257509815,11,0.050000000000000044,0.24403511394153943,1,0.8
600,10152,4.957168599026561,6,0.050000000000000044,0.2850406567255656,1,0.8
601,10165,11.95716188911143,13,0.050000000000000044,0.2109168916940689,1,0.8
602,10179,12.951091995712028,14,0.050000000000000044,0.1966461789395128,1,0.8
603,10187,7.268464529732299,8,0.050000000000000044,0.22184967994689941,1,0.8
604,10197,8.951373290284142,10,0.050000000000000044,0.21817249804735184,1,0.8
605,10211,12.957162013655664,14,0.050000000000000044,0.2407231479883194,1,0.8
606,10236,23.444842447286,25,0.050000000000000044,0.21535867422819138,1,0.8
607,10259,21.94950863063037,23,0.050000000000000044,0.20382653468328973,1,0.8
608,10268,7.985738859736966,9,0.050000000000000044,0.21277819822231928,1,0.8
609,10272,3.119980380992189,4,0.050000000000000044,0.1509418822824955,1,0.8
610,10302,25.89773233151097,30,0.050000000000000044,0.21237273265918097,0,0.8
611,10332,29.581771805170153,30,0.050000000000000044,0.23078257540861766,0,0.8
612,10342,8.760149428892742,10,0.050000000000000044,0.20701990276575089,1,0.8
613,10346,2.957376534134098,4,0.050000000000000044,0.2006755694746971,1,0.8
614,10357,9.922312400321204,11,0.050000000000000044,0.18190390277992596,1,0.8
615,10374,14.986312934450295,17,0.050000000000000044,0.20158231258392334,1,0.8
616,10404,26.611157789445638,30,0.050000000000000044,0.21623796423276265,0,0.8
617,10417,12.270056615088023,13,0.050000000000000044,0.15884031871190438,1,0.8
618,10429,10.955047541446113,12,0.050000000000000044,0.23138816840946674,1,0.8
619,10447,15.861751384432923,18,0.050000000000000044,0.2026066771811909,1,0.8
620,10456,7.758336768548839,9,0.050000000000000044,0.21351154728068245,1,0.8
621,10484,25.49207299931166,28,0.050000000000000044,0.20515626509274756,1,0.8
622,10497,11.953201792680169,13,0.050000000000000044,0.20247618108987808,1,0.8
623,10512,12.555257253384749,15,0.050000000000000044,0.2304907610019048,1,0.8
624,10537,23.937613087629032,25,0.050000000000000044,0.2201001089811325,1,0.8
625,10544,5.959013234599721,7,0.050000000000000044,0.2290553663458143,1,0.8
626,10564,18.946058503602544,20,0.050000000000000044,0.21581975296139716,1,0.8
627,10575,10.183911605601441,11,0.050000000000000044,0.23460044711828232,1,0.8
628,10605,27.29172691825025,30,0.050000000000000044,0.23981085966030757,0,0.8
629,10609,2.9557893636642034,4,0.050000000000000044,0.2259443886578083,1,0.8
630,10614,3.9553723585150364,5,0.050000000000000044,0.2968454122543335,1,0.8
631,10626,10.950061262418757,12,0.050000000000000044,0.21234480229516825,1,0.8
632,10635,7.758576071869261,9,0.050000000000000044,0.20110793660084406,1,0.8
633,10655,18.640248442135523,20,0.050000000000000044,0.19591805040836335,1,0.8
634,10667,10.953194001019302,12,0.050000000000000044,0.21023881807923317,1,0.8
635,10670,1.9602091714909529,3,0.050000000000000044,0.21133204797903696,1,0.8
636,10678,6.95531634221785,8,0.050000000000000044,0.20587675366550684,1,0.8
637,10708,27.471688097400904,30,0.050000000000000044,0.21679131959875425,0,0.8
638,10711,1.9602091714909529,3,0.050000000000000044,0.1434189130862554,1,0.8
639,10722,9.955047562968828,11,0.050000000000000044,0.1730177727612582,1,0.8
640,10744,19.801265902762182,22,0.050000000000000044,0.19631292874162848,1,0.8
641,10753,7.950283274574478,9,0.050000000000000044,0.19138576338688532,1,0.8
642,10757,3.277228986514285,4,0.050000000000000044,0.17977403476834297,1,0.8
643,10768,8.561651813060326,11,0.050000000000000044,0.23649316890673203,1,0.8
644,10797,24.148491801642496,29,0.050000000000000044,0.22378852244081168,1,0.8
645,10819,18.121586586330572,22,0.050000000000000044,0.19834080406210639,1,0.8
646,10830,9.959012214701307,11,0.050000000000000044,0.20491040836681018,1,0.8
647,10845,13.953197237152889,15,0.050000000000000044,0.2228425790866216,1,0.8
648,10875,28.40056497773084,30,0.050000000000000044,0.21179033567508063,0,0.8
649,10894,17.863081744775833,19,0.050000000000000044,0.2324928845229902,1,0.8
650,10904,8.986002311189875,10,0.050000000000000044,0.1841276168823242,1,0.8
651,10934,27.039816927132783,30,0.050000000000000044,0.21164886206388472,0,0.8
652,10954,18.949771822681296,20,0.050000000000000044,0.2063142366707325,1,0.8
653,10959,3.954020685998693,5,0.050000000000000044,0.2475982517004013,1,0.8
654,10983,22.873816840924967,24,0.050000000000000044,0.19195799933125576,1,0.8
655,11013,25.21653757759424,30,0.050000000000000044,0.2798325225710869,0,0.8
656,11024,9.959012214701307,11,0.050000000000000044,0.30590457672422583,1,0.8
657,11054,28.557061869897534,30,0.050000000000000044,0.2668266003330549,0,0.8
658,11065,9.955574976821572,11,0.050000000000000044,0.2673986418680711,1,0.8
659,11095,27.449159966690953,30,0.050000000000000044,0.28720507969458897,0,0.8
660,11107,10.957166465320128,12,0.050000000000000044,0.3028825720151265,1,0.8
661,11125,16.189628872927173,18,0.050000000000000044,0.25701215697659385,1,0.8
662,11155,27.48451556347287,30,0.050000000000000044,0.25240248094002404,0,0.8
663,11174,15.011866153232596,19,0.050000000000000044,0.2525562126385538,1,0.8
664,11193,16.56512102971048,19,0.050000000000000044,0.24515270049634733,1,0.8
665,11196,1.9583725634928275,3,0.050000000000000044,0.27018895745277405,1,0.8
666,11226,26.052947255136118,30,0.050000000000000044,0.26696946869293847,0,0.8
667,11240,12.559051724540701,14,0.050000000000000044,0.2565185438309397,1,0.8
668,11270,26.945062351292247,30,0.050000000000000044,0.27629979103803637,0,0.8
669,11300,24.41769961751659,30,0.050000000000000044,0.2655056223273277,1,0.8
670,11323,17.671168909969328,23,0.050000000000000044,0.2515684628616209,1,0.8
671,11339,13.234603105205563,16,0.050000000000000044,0.2874336652457714,1,0.8
672,11351,10.557359211570102,12,0.050000000000000044,0.23667808001240095,1,0.8
673,11372,19.75421783520963,21,0.050000000000000044,0.24197354167699814,1,0.8
674,11378,4.757460543545279,6,0.050000000000000044,0.20242334405581155,1,0.8
675,11385,5.955301344982779,7,0.050000000000000044,0.31188179765428814,1,0.8
676,11408,20.69267015778044,23,0.050000000000000044,0.2321853851494582,1,0.8
677,11417,7.955056698263971,9,0.050000000000000044,0.2654188589917289,1,0.8
678,11424,5.955057689223602,7,0.050000000000000044,0.31887894017355783,1,0.8
679,11431,5.9571636464636555,7,0.050000000000000044,0.26627656391688753,1,0.8
680,11442,9.555381674364355,11,0.050000000000000044,0.19030152464454825,1,0.8
681,11447,4.197653101720811,5,0.050000000000000044,0.2519208639860153,1,0.8
682,11465,15.352629638339879,18,0.050000000000000044,0.24447496318154865,1,0.8
683,11480,13.94977158395893,15,0.050000000000000044,0.261130823691686,1,0.8
684,11487,5.9571636464636555,7,0.050000000000000044,0.23118367684738977,1,0.8
